"Query Name","Query Length","Hit Name","Hit Length",Location,E-value,Function,Browse
AT1G72770.1,1536,Tc09v2_t005090.4,1677,chr9:2937946..2942272,3e-104,"Protein phosphatase 2C 16","Gene Report JBrowse"
AT1G72770.1,1536,Tc09v2_t008770.1,1182,chr9:5282105..5289076,8e-29,"Putative Protein phosphatase 2C 56","Gene Report JBrowse"
AT1G72770.1,1536,Tc10v2_t003250.1,1239,chr10:1923994..1925789,6e-18,"Protein phosphatase 2C 37","Gene Report JBrowse"
AT1G72770.1,1536,Tc06v2_t008170.1,1101,chr6:18253435..18276831,3e-15,"Putative Probable protein phosphatase 2C 6","Gene Report JBrowse"
AT1G72770.1,1536,Tc03v2_t024830.1,990,chr3:35012876..35014726,3e-09,"Probable protein phosphatase 2C 8","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t005320.1,2187,chr3:12666278..12670513,0.0,"Homeobox-leucine zipper protein HDG11","Gene Report JBrowse"
AT1G73360.1,2169,Tc06v2_t017730.1,2163,chr6:25094360..25100240,8e-24,"Homeobox-leucine zipper protein PROTODERMAL FACTOR 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc06v2_t017730.3,2163,chr6:25094360..25100240,8e-24,"Homeobox-leucine zipper protein PROTODERMAL FACTOR 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc06v2_t017730.2,2163,chr6:25094360..25100240,8e-24,"Homeobox-leucine zipper protein PROTODERMAL FACTOR 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc01v2_t030830.1,2460,chr1:34882943..34889214,8e-24,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc01v2_t030830.2,2457,chr1:34883461..34889214,8e-24,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc04v2_t005410.1,2109,chr4:8669071..8672818,3e-23,"Putative Homeobox-leucine zipper protein ROC8","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t025840.2,2406,chr3:35514634..35519612,2e-19,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t025840.3,2397,chr3:35515060..35519125,2e-19,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t025840.1,2406,chr3:35514330..35519612,2e-19,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT1G73360.1,2169,Tc06v2_t007500.1,2262,chr6:17163940..17169248,1e-16,"Homeobox-leucine zipper protein GLABRA 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t014240.1,2382,chr3:28433046..28438729,4e-15,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t014240.5,2241,chr3:28434062..28438729,4e-15,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t014240.2,2241,chr3:28433049..28438729,4e-15,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t014240.3,2433,chr3:28433051..28438729,4e-15,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc03v2_t014240.4,2433,chr3:28433970..28439259,4e-15,"Homeobox-leucine zipper protein ANTHOCYANINLESS 2","Gene Report JBrowse"
AT1G73360.1,2169,Tc02v2_t027000.3,2163,chr2:38400203..38406485,3e-11,"Homeobox-leucine zipper protein HDG2","Gene Report JBrowse"
AT1G73360.1,2169,Tc02v2_t027000.1,2265,chr2:38400201..38406485,3e-11,"Homeobox-leucine zipper protein HDG2","Gene Report JBrowse"
AT1G73360.1,2169,Tc02v2_t027000.2,2271,chr2:38400203..38406485,3e-11,"Homeobox-leucine zipper protein HDG2","Gene Report JBrowse"
AT1G73360.1,2169,Tc02v2_t027000.4,2271,chr2:38400203..38406485,3e-11,"Homeobox-leucine zipper protein HDG2","Gene Report JBrowse"
AT1G73360.1,2169,Tc02v2_t027000.5,2259,chr2:38400203..38406485,3e-11,"Homeobox-leucine zipper protein HDG2","Gene Report JBrowse"
AT1G75270.1,642,Tc10v2_t004770.2,639,chr10:3038530..3041840,2e-115,"Glutathione S-transferase DHAR2","Gene Report JBrowse"
AT1G75270.1,642,Tc10v2_t004770.1,639,chr10:3038530..3041906,2e-115,"Glutathione S-transferase DHAR2","Gene Report JBrowse"
AT1G75270.1,642,Tc04v2_t009580.1,792,chr4:19525482..19528915,5e-33,"Glutathione S-transferase DHAR3, chloroplastic","Gene Report JBrowse"
AT1G78290.2,1032,Tc08v2_t008750.1,1017,chr8:5064362..5067433,4e-169,"Serine/threonine-protein kinase SAPK2","Gene Report JBrowse"
AT1G78290.2,1032,Tc01v2_t008330.1,1029,chr1:5011247..5014413,7e-154,"Serine/threonine-protein kinase SAPK2","Gene Report JBrowse"
AT1G78290.2,1032,Tc08v2_t008750.2,999,chr8:5064362..5067433,2e-149,"Serine/threonine-protein kinase SAPK2","Gene Report JBrowse"
AT1G78290.2,1032,Tc08v2_t008750.3,963,chr8:5064362..5067433,5e-124,"Serine/threonine-protein kinase SAPK2","Gene Report JBrowse"
AT1G78290.2,1032,Tc01v2_t004400.1,1083,chr1:2316279..2320181,6e-123,"Serine/threonine-protein kinase SRK2I","Gene Report JBrowse"
AT1G78290.2,1032,Tc02v2_t007300.1,1062,chr2:4504998..4508768,3e-121,"Serine/threonine-protein kinase SRK2B","Gene Report JBrowse"
AT1G78290.2,1032,Tc02v2_t007660.1,1113,chr2:4713862..4718227,9e-115,"Serine/threonine-protein kinase SRK2E","Gene Report JBrowse"
AT1G78290.2,1032,Tc03v2_t019830.1,1023,chr3:31996472..32001676,1e-112,"Serine/threonine-protein kinase SAPK3","Gene Report JBrowse"
AT1G78290.2,1032,Tc01v2_t019520.1,1059,chr1:19708041..19714035,8e-103,"Serine/threonine-protein kinase SAPK7","Gene Report JBrowse"
AT1G78290.2,1032,Tc09v2_t030370.1,1422,chr9:38359994..38362620,9e-07,"CBL-interacting serine/threonine-protein kinase 10","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.3,2847,chr7:8499397..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.4,2847,chr7:8501411..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.6,2847,chr7:8506678..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.5,2847,chr7:8502491..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.1,2847,chr7:8499393..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc06v2_t013220.1,2805,chr6:22491866..22498311,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc07v2_t010650.2,2745,chr7:8499393..8518073,0.0,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","Gene Report JBrowse"
AT1G78580.1,2829,Tc03v2_t025630.1,2589,chr3:35433244..35438101,2e-08,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 5","Gene Report JBrowse"
AT1G80460.1,1569,Tc06v2_t002590.1,1569,chr6:2722531..2726430,0.0,"Glycerol kinase","Gene Report JBrowse"
AT2G04240.1,489,Tc01v2_t016680.1,456,chr1:13734402..13736725,2e-30,"Probable E3 ubiquitin-protein ligase XERICO","Gene Report JBrowse"
AT2G04240.1,489,Tc01v2_t016680.2,456,chr1:13734402..13736675,2e-30,"Probable E3 ubiquitin-protein ligase XERICO","Gene Report JBrowse"
AT2G13540.1,2547,Tc09v2_t020080.1,2595,chr9:30211573..30225390,0.0,"Nuclear cap-binding protein subunit 1","Gene Report JBrowse"
AT2G17820.1,3624,Tc01v2_t001360.1,3765,chr1:696329..703317,0.0,"Histidine kinase 1","Gene Report JBrowse"
AT2G18960.1,2850,Tc09v2_t015140.2,2865,chr9:14161481..14167729,0.0,"Plasma membrane ATPase 4","Gene Report JBrowse"
AT2G18960.1,2850,Tc09v2_t015140.1,2658,chr9:14161217..14167729,0.0,"Plasma membrane ATPase 4","Gene Report JBrowse"
AT2G18960.1,2850,Tc09v2_t000580.1,2865,chr9:352960..359933,0.0,"Plasma membrane ATPase 4","Gene Report JBrowse"
AT2G18960.1,2850,Tc09v2_t003140.1,2856,chr9:1800678..1805177,0.0,"ATPase 8, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc06v2_t003070.1,2862,chr6:3552917..3558158,0.0,"ATPase 9, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc06v2_t003060.1,2658,chr6:3531891..3536175,0.0,"ATPase 9, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc03v2_t005970.1,2871,chr3:16870182..16876821,0.0,"ATPase 11, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc04v2_t006050.2,2871,chr4:12440658..12447389,0.0,"ATPase 4, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc04v2_t006050.1,2871,chr4:12440658..12447389,0.0,"ATPase 4, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc06v2_t010800.1,2859,chr6:20743584..20752227,0.0,"ATPase 10, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc03v2_t020420.1,2901,chr3:32336051..32344038,0.0,"ATPase 11, plasma membrane-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc03v2_t020420.2,2694,chr3:32336051..32344038,0.0,"Plasma membrane ATPase 1","Gene Report JBrowse"
AT2G18960.1,2850,Tc08v2_t007360.1,3006,chr8:4241829..4258162,8e-13,"Calcium-transporting ATPase 3, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc08v2_t007360.2,3018,chr8:4241829..4258162,8e-13,"Calcium-transporting ATPase 3, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc01v2_t032280.1,1278,chr1:35661389..35670286,3e-12,"Putative Calcium-transporting ATPase 3, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc05v2_t004280.1,3189,chr5:2286621..2291872,2e-08,"Calcium-transporting ATPase 4, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc01v2_t028280.2,3156,chr1:33391456..33397148,7e-07,"Calcium-transporting ATPase, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G18960.1,2850,Tc01v2_t028280.1,3156,chr1:33391135..33397381,7e-07,"Calcium-transporting ATPase, endoplasmic reticulum-type","Gene Report JBrowse"
AT2G22430.1,936,Tc01v2_t008230.1,993,chr1:4936537..4939086,4e-62,"Putative Homeobox-leucine zipper protein ATHB-6","Gene Report JBrowse"
AT2G22430.1,936,Tc08v2_t008620.1,840,chr8:4997364..4999190,4e-36,"Putative Homeobox-leucine zipper protein ATHB-16","Gene Report JBrowse"
AT2G22430.1,936,Tc03v2_t006060.1,1005,chr3:17126096..17128183,7e-33,"Homeobox protein, putative isoform 2","Gene Report JBrowse"
AT2G22430.1,936,Tc02v2_t029970.3,864,chr2:40310032..40312372,7e-27,"Homeobox-leucine zipper protein ATHB-13","Gene Report JBrowse"
AT2G22430.1,936,Tc02v2_t029970.2,864,chr2:40310032..40312441,7e-27,"Homeobox-leucine zipper protein ATHB-13","Gene Report JBrowse"
AT2G22430.1,936,Tc02v2_t020370.1,909,chr2:28963520..28965896,2e-22,"Homeobox-leucine zipper protein HAT5, putative isoform 2","Gene Report JBrowse"
AT2G22430.1,936,Tc02v2_t020370.2,960,chr2:28963520..28965895,2e-22,"Homeobox-leucine zipper protein HAT5, putative isoform 1","Gene Report JBrowse"
AT2G22430.1,936,Tc04v2_t006550.1,852,chr4:14407974..14410236,5e-22,"Homeobox-leucine zipper protein ATHB-20","Gene Report JBrowse"
AT2G22430.1,936,Tc04v2_t000610.1,831,chr4:485681..488323,3e-18,"Homeobox-leucine zipper protein HAT5","Gene Report JBrowse"
AT2G22430.1,936,Tc01v2_t028150.1,717,chr1:33303822..33305483,2e-15,"Homeobox-leucine zipper protein ATHB-7","Gene Report JBrowse"
AT2G22430.1,936,Tc01v2_t003480.1,630,chr1:1809071..1811030,3e-13,"Homeobox-leucine zipper protein ATHB-40","Gene Report JBrowse"
AT2G22430.1,936,Tc03v2_t017110.1,702,chr3:30280550..30281934,3e-12,"Putative Homeobox-leucine zipper protein ATHB-7","Gene Report JBrowse"
AT2G22430.1,936,Tc03v2_t025840.2,2406,chr3:35514634..35519612,8e-07,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT2G22430.1,936,Tc03v2_t025840.3,2397,chr3:35515060..35519125,8e-07,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT2G22430.1,936,Tc03v2_t025840.1,2406,chr3:35514330..35519612,8e-07,"Homeobox-leucine zipper protein HDG5","Gene Report JBrowse"
AT2G22430.1,936,Tc06v2_t016730.1,771,chr6:24540849..24543879,3e-06,"PLAC8 family protein","Gene Report JBrowse"
AT2G26300.1,1152,Tc09v2_t005680.1,1179,chr9:3243537..3248696,0.0,"Guanine nucleotide-binding protein alpha-1 subunit","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022180.3,4104,chr9:32488609..32498653,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022220.1,4107,chr9:32526128..32534672,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.5,4107,chr9:32536753..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.4,4107,chr9:32536454..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.2,4107,chr9:32536454..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.3,4107,chr9:32536454..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.1,4107,chr9:32536454..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022230.6,4107,chr9:32538117..32549425,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G27150.1,3999,Tc09v2_t022190.1,4098,chr9:32504555..32513523,0.0,"Indole-3-acetaldehyde oxidase","Gene Report JBrowse"
AT2G29980.1,1161,Tc09v2_t025070.3,1176,chr9:35288286..35293859,5e-144,"Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum","Gene Report JBrowse"
AT2G29980.1,1161,Tc09v2_t025070.1,1176,chr9:35286023..35293859,5e-144,"Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum","Gene Report JBrowse"
AT2G29980.1,1161,Tc05v2_t001250.1,1368,chr5:652527..655683,1e-119,"Omega-3 fatty acid desaturase, chloroplastic","Gene Report JBrowse"
AT2G29980.1,1161,Tc10v2_t001320.3,1371,chr10:733071..735856,2e-118,"Omega-3 fatty acid desaturase, chloroplastic","Gene Report JBrowse"
AT2G29980.1,1161,Tc10v2_t001320.2,1371,chr10:733071..735860,2e-118,"Omega-3 fatty acid desaturase, chloroplastic","Gene Report JBrowse"
AT2G29980.1,1161,Tc10v2_t001320.1,1320,chr10:733066..735856,5e-99,"Omega-3 fatty acid desaturase, chloroplastic","Gene Report JBrowse"
AT2G29980.1,1161,Tc09v2_t025070.2,1095,chr9:35288286..35293860,2e-79,"Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum","Gene Report JBrowse"
AT2G29980.1,1161,Tc05v2_t014430.1,1152,chr5:28588771..28592803,1e-06,"Delta(12)-fatty-acid desaturase FAD2","Gene Report JBrowse"
AT2G31320.1,2952,Tc01v2_t021840.1,2976,chr1:27858836..27867301,0.0,"Poly [ADP-ribose] polymerase 1","Gene Report JBrowse"
AT2G31320.1,2952,Tc01v2_t025190.1,1932,chr1:31319883..31325993,4e-17,"Poly [ADP-ribose] polymerase 2","Gene Report JBrowse"
AT2G33150.1,1389,Tc04v2_t017110.1,1398,chr4:26741963..26745843,0.0,"3-ketoacyl-CoA thiolase 2, peroxisomal","Gene Report JBrowse"
AT2G33150.1,1389,Tc01v2_t019020.1,1407,chr1:17489670..17494212,0.0,"3-ketoacyl-CoA thiolase 2, peroxisomal","Gene Report JBrowse"
AT2G36450.1,555,Tc05v2_t007130.1,606,chr5:4796907..4797522,4e-34,"Ethylene-responsive transcription factor ERF024","Gene Report JBrowse"
AT2G36450.1,555,Tc09v2_t008940.1,759,chr9:5431969..5434070,2e-17,"Dehydration-responsive element-binding protein 3","Gene Report JBrowse"
AT2G36450.1,555,Tc09v2_t003890.1,786,chr9:2247389..2248574,2e-12,"Dehydration-responsive element-binding protein 3","Gene Report JBrowse"
AT2G36450.1,555,Tc08v2_t014220.1,621,chr8:15144777..15146359,4e-08,"Ethylene-responsive transcription factor ERF021","Gene Report JBrowse"
AT2G38750.1,960,Tc10v2_t013030.1,1008,chr10:20447008..20449598,7e-27,"Putative Annexin D4","Gene Report JBrowse"
AT2G38750.1,960,Tc10v2_t013080.1,909,chr10:20490996..20493381,4e-17,"Annexin D4","Gene Report JBrowse"
AT2G38880.8,495,Tc10v2_t005460.1,540,chr10:3540585..3546031,3e-78,"Nuclear transcription factor Y subunit B-8","Gene Report JBrowse"
AT2G38880.8,495,Tc05v2_t004690.2,531,chr5:2509679..2513677,6e-56,"Nuclear transcription factor Y subunit B-8","Gene Report JBrowse"
AT2G38880.8,495,Tc05v2_t004690.1,534,chr5:2509679..2513677,6e-56,"Nuclear transcription factor Y subunit B-8","Gene Report JBrowse"
AT2G38880.8,495,Tc01v2_t009620.1,681,chr1:5980998..5981979,4e-39,"Uncharacterized protein","Gene Report JBrowse"
AT2G38880.8,495,Tc06v2_t019860.1,561,chr6:26071938..26073125,1e-38,"Nuclear transcription factor Y subunit B-3","Gene Report JBrowse"
AT2G38880.8,495,Tc07v2_t001270.1,564,chr7:819322..820664,3e-35,"Nuclear transcription factor Y subunit B-3","Gene Report JBrowse"
AT2G38880.8,495,Tc01v2_t011550.1,651,chr1:7615925..7616767,7e-30,"Nuclear transcription factor Y subunit B-7","Gene Report JBrowse"
AT2G38880.8,495,Tc04v2_t023200.1,501,chr4:30505135..30505781,2e-29,"Putative Nuclear transcription factor Y subunit B-8","Gene Report JBrowse"
AT2G38880.8,495,Tc01v2_t016380.1,642,chr1:13456147..13457399,3e-28,"Nuclear transcription factor Y subunit B","Gene Report JBrowse"
AT2G38880.8,495,Tc06v2_t019910.1,642,chr6:26094826..26097237,3e-16,"Nuclear transcription factor Y subunit B-6","Gene Report JBrowse"
AT2G38880.8,495,Tc07v2_t001170.1,672,chr7:761793..764323,2e-10,"Nuclear transcription factor Y subunit B-9","Gene Report JBrowse"
AT2G39800.1,2154,Tc10v2_t002870.1,2154,chr10:1682265..1689386,0.0,"Delta-1-pyrroline-5-carboxylate synthase","Gene Report JBrowse"
AT2G39800.1,2154,Tc05v2_t002790.1,2151,chr5:1425224..1431715,0.0,"Delta-1-pyrroline-5-carboxylate synthase","Gene Report JBrowse"
AT2G39800.1,2154,Tc05v2_t002790.2,1851,chr5:1425224..1431715,0.0,"Delta-1-pyrroline-5-carboxylate synthase","Gene Report JBrowse"
AT2G43350.1,621,Tc05v2_t000280.1,606,chr5:138535..141279,3e-80,"Probable glutathione peroxidase 3, mitochondrial","Gene Report JBrowse"
AT2G43350.1,621,Tc05v2_t000280.2,606,chr5:138536..141297,3e-80,"Probable glutathione peroxidase 3, mitochondrial","Gene Report JBrowse"
AT2G43350.1,621,Tc03v2_t023210.1,708,chr3:34049790..34052019,2e-49,"Probable phospholipid hydroperoxide glutathione peroxidase","Gene Report JBrowse"
AT2G43350.1,621,Tc09v2_t001280.1,720,chr9:736864..739288,2e-38,"Phospholipid hydroperoxide glutathione peroxidase 1, chloroplastic","Gene Report JBrowse"
AT2G43350.1,621,Tc03v2_t023220.1,519,chr3:34052109..34054687,1e-33,"Probable glutathione peroxidase 8","Gene Report JBrowse"
AT2G47180.1,1035,Tc01v2_t026650.1,1011,chr1:32316367..32318428,0.0,"Galactinol synthase 1","Gene Report JBrowse"
AT2G47180.1,1035,Tc05v2_t027140.1,1047,chr5:39008331..39010303,4e-169,"Galactinol synthase 2","Gene Report JBrowse"
AT2G47180.1,1035,Tc04v2_t025290.1,957,chr4:31521706..31523666,2e-166,"Galactinol synthase 2","Gene Report JBrowse"
AT2G47180.1,1035,Tc02v2_t021980.1,1011,chr2:32282160..32284332,8e-141,"Galactinol synthase 1","Gene Report JBrowse"
AT2G47180.1,1035,Tc04v2_t025300.1,975,chr4:31524877..31527864,8e-141,"Galactinol synthase 1","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t026630.1,894,chr1:32301699..32303478,2e-64,"Putative Transcription factor MYB108","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t025250.1,960,chr4:31483973..31486084,8e-57,"Transcription factor MYB108","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t025250.2,816,chr4:31483973..31485494,3e-49,"Transcription factor MYB108","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t000970.1,585,chr4:684334..687167,2e-33,"Myb-related protein 305","Gene Report JBrowse"
AT2G47190.1,822,Tc02v2_t019680.1,954,chr2:25631056..25632772,2e-32,"Putative Transcription factor MYB21","Gene Report JBrowse"
AT2G47190.1,822,Tc02v2_t023940.1,906,chr2:34607142..34608589,2e-20,"Putative Transcription factor TT2","Gene Report JBrowse"
AT2G47190.1,822,Tc09v2_t006990.1,909,chr9:4143603..4145643,3e-18,"Duplicated homeodomain-like superfamily protein","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t018690.1,840,chr3:31213223..31214813,4e-17,"R2r3-myb transcription factor, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t007600.1,1116,chr3:22167663..22169141,4e-17,"Uncharacterized protein","Gene Report JBrowse"
AT2G47190.1,822,Tc02v2_t029420.1,1119,chr2:39977762..39979667,2e-15,"Myb domain protein 106, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t003700.1,714,chr3:4314442..4315899,5e-15,"Myb-related protein 308","Gene Report JBrowse"
AT2G47190.1,822,Tc06v2_t009310.2,1074,chr6:19480201..19482096,2e-14,MYB7,"Gene Report JBrowse"
AT2G47190.1,822,Tc06v2_t009310.1,1074,chr6:19479713..19482096,2e-14,MYB7,"Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t027350.1,1359,chr1:32758310..32760478,2e-14,"Myb domain protein 55","Gene Report JBrowse"
AT2G47190.1,822,Tc09v2_t027570.1,831,chr9:36641073..36642450,2e-14,"Transcription factor MYB59","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t024070.1,897,chr1:30422634..30423838,6e-14,"Myb domain protein 4, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc09v2_t005470.1,897,chr9:3096888..3098447,6e-14,"Duplicated homeodomain-like superfamily protein","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t020830.1,873,chr4:29164092..29166180,6e-14,"Putative Myb-related protein Myb4","Gene Report JBrowse"
AT2G47190.1,822,Tc05v2_t022720.1,699,chr5:36113351..36114752,2e-13,"Myb domain protein 15, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t025900.1,1266,chr1:31803772..31806174,8e-13,"MYB-like DNA-binding domain protein","Gene Report JBrowse"
AT2G47190.1,822,Tc08v2_t015500.1,897,chr8:16915790..16917381,8e-13,"Transcription factor MYB3","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t009950.1,675,chr4:20286346..20287946,8e-13,"Transcription repressor MYB6","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t025600.1,1026,chr3:35409532..35410925,8e-13,"Putative Transcription factor MYB39","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t024320.1,1248,chr4:31028030..31031038,3e-12,"Myb domain protein 111, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc02v2_t014230.1,786,chr2:9478898..9480553,1e-11,"Myb domain protein 15, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t025610.1,1041,chr3:35414869..35416128,1e-11,"Putative Transcription factor MYB39","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t002220.1,813,chr4:1554913..1556455,3e-11,"Myb-related protein 315","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t014550.1,888,chr3:28697488..28700030,3e-11,"Putative Transcription factor LAF1","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t034620.1,960,chr1:37046124..37048847,1e-10,"Putative Transcription factor MYB46","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t008620.1,957,chr1:5243088..5244379,1e-10,"Myb domain protein 93","Gene Report JBrowse"
AT2G47190.1,822,Tc09v2_t005520.1,609,chr9:3135694..3136875,1e-10,"Putative Transcription repressor MYB5","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t009300.1,924,chr4:19187433..19189861,1e-10,"Myb domain protein 20","Gene Report JBrowse"
AT2G47190.1,822,Tc01v2_t001320.1,681,chr1:688506..689783,4e-10,"Myb-related protein 308","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t012520.1,942,chr3:27118034..27120134,4e-10,"Myb-like HTH transcriptional regulator family protein, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t024310.1,1221,chr4:31024514..31026599,5e-09,"Myb domain protein 111, putative","Gene Report JBrowse"
AT2G47190.1,822,Tc04v2_t008730.1,783,chr4:18302832..18304011,2e-08,"Putative Myb-related protein 305","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t021590.1,807,chr3:33111732..33113803,6e-08,"Protein ODORANT1","Gene Report JBrowse"
AT2G47190.1,822,Tc03v2_t007280.1,996,chr3:21519669..21521479,6e-08,"Myb-related protein 306","Gene Report JBrowse"
AT2G47190.1,822,Tc09v2_t027570.2,549,chr9:36641196..36642450,2e-07,"Transcription factor MYB48","Gene Report JBrowse"
AT2G47190.1,822,Tc02v2_t004800.1,753,chr2:3049951..3051351,2e-07,"Myb-related protein 308","Gene Report JBrowse"
AT2G47190.1,822,Tc06v2_t009790.1,600,chr6:19917107..19918417,3e-06,"Myb domain protein 23","Gene Report JBrowse"
AT2G47190.1,822,Tc10v2_t010590.2,1668,chr10:16909439..16913878,9e-06,"Putative Transcription factor GAMYB","Gene Report JBrowse"
AT2G47190.1,822,Tc10v2_t010590.1,1668,chr10:16909439..16913878,9e-06,"Putative Transcription factor GAMYB","Gene Report JBrowse"
AT2G47190.1,822,Tc08v2_t009010.1,1011,chr8:5261744..5263256,9e-06,"Myb domain protein 93","Gene Report JBrowse"
AT2G47190.1,822,Tc08v2_t009010.2,1017,chr8:5261744..5263256,9e-06,"Myb domain protein 93","Gene Report JBrowse"
AT2G47800.1,4551,Tc01v2_t024930.1,4530,chr1:31160449..31169289,0.0,"ABC transporter C family member 4","Gene Report JBrowse"
